epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,1513.35,0.74321,0.73441,1.29801,0.96533,0.97709,0.99344,0.89008,0.47589,0.65318,0.37975,0.00064036,0.00064036,0.00064036
38,1552.85,0.71828,0.79875,1.2665,0.98108,0.96491,0.99371,0.93062,0.35199,0.58959,0.33044,0.00063037,0.00063037,0.00063037
39,1592.05,0.65144,0.65629,1.2087,0.97457,0.99123,0.99465,0.90829,0.40449,0.54334,0.34571,0.00062038,0.00062038,0.00062038
40,1631.27,0.65424,0.72134,1.21359,0.97378,0.9773,0.99421,0.92359,0.34492,0.58651,0.29451,0.00061039,0.00061039,0.00061039
41,1672.69,0.65487,0.69545,1.19993,0.93099,0.97368,0.98326,0.92659,0.32776,0.6557,0.28198,0.0006004,0.0006004,0.0006004
42,1711.14,0.74239,0.74819,1.26953,0.93279,0.97393,0.97559,0.89625,0.35192,0.69187,0.28871,0.00059041,0.00059041,0.00059041
43,1749.92,0.67541,0.69781,1.25016,0.9707,0.95614,0.98761,0.89839,0.35908,0.65212,0.31636,0.00058042,0.00058042,0.00058042
44,1788.56,0.60181,0.63631,1.16099,0.97132,0.98246,0.99396,0.9572,0.35688,0.55802,0.32373,0.00057043,0.00057043,0.00057043
45,1827.59,0.67744,0.72775,1.22755,0.99,0.98246,0.99483,0.98087,0.284,0.51446,0.28742,0.00056044,0.00056044,0.00056044
46,1868.72,0.65478,0.69503,1.23426,0.99949,1,0.995,0.9893,0.21326,0.46946,0.26266,0.00055045,0.00055045,0.00055045
47,1907.75,0.61584,0.64149,1.16279,0.9977,1,0.995,0.99163,0.20401,0.48367,0.25983,0.00054046,0.00054046,0.00054046
48,1945.78,0.63459,0.65928,1.20106,1,0.99873,0.995,0.97802,0.28664,0.46785,0.27693,0.00053047,0.00053047,0.00053047
49,1984.88,0.62602,0.66171,1.17717,0.99126,0.99515,0.995,0.95704,0.3168,0.51467,0.28663,0.00052048,0.00052048,0.00052048
50,2022.86,0.5772,0.6706,1.18035,0.97241,0.99123,0.99386,0.95866,0.25377,0.55942,0.28868,0.00051049,0.00051049,0.00051049
51,2061.41,0.64512,0.72955,1.24702,0.98873,1,0.99474,0.97407,0.24704,0.51615,0.28807,0.0005005,0.0005005,0.0005005
52,2100.76,0.67761,0.72213,1.22574,1,0.99757,0.995,0.96295,0.31426,0.47974,0.29304,0.00049051,0.00049051,0.00049051
53,2138.59,0.65376,0.71154,1.23556,0.99831,1,0.995,0.95927,0.37302,0.46287,0.31218,0.00048052,0.00048052,0.00048052
54,2177.85,0.53768,0.58649,1.13551,0.99668,1,0.995,0.97569,0.30395,0.41678,0.27603,0.00047053,0.00047053,0.00047053
55,2218.54,0.63467,0.69558,1.20983,0.99848,1,0.995,0.98223,0.27468,0.39447,0.25056,0.00046054,0.00046054,0.00046054
56,2256.07,0.64085,0.71086,1.22067,0.99883,1,0.995,0.98925,0.2516,0.38007,0.24041,0.00045055,0.00045055,0.00045055
57,2293.85,0.5858,0.60346,1.16735,0.99913,1,0.995,0.97395,0.32196,0.38687,0.27927,0.00044056,0.00044056,0.00044056
58,2331.51,0.59025,0.57502,1.17865,0.99905,1,0.995,0.96113,0.31688,0.38805,0.28046,0.00043057,0.00043057,0.00043057
59,2376.62,0.59972,0.62455,1.19265,0.99893,1,0.995,0.98097,0.23771,0.37164,0.2414,0.00042058,0.00042058,0.00042058
60,2416.14,0.6025,0.63819,1.16873,0.98255,0.98811,0.99412,0.97297,0.2447,0.40047,0.24078,0.00041059,0.00041059,0.00041059
61,2457.78,0.60263,0.62391,1.18991,0.9947,0.98246,0.99474,0.97671,0.25412,0.41153,0.24375,0.0004006,0.0004006,0.0004006
62,2498.02,0.60804,0.63404,1.19062,0.9987,1,0.995,0.97524,0.30533,0.40851,0.26903,0.00039061,0.00039061,0.00039061
63,2559.97,0.56534,0.68365,1.16946,0.99758,1,0.995,0.98498,0.26834,0.40806,0.24918,0.00038062,0.00038062,0.00038062
64,2613.44,0.56994,0.55919,1.166,0.99802,1,0.995,0.99354,0.18686,0.38588,0.22028,0.00037063,0.00037063,0.00037063
65,2668.06,0.54308,0.6177,1.1378,0.99798,1,0.995,0.99499,0.18316,0.39775,0.22464,0.00036064,0.00036064,0.00036064
66,2713.65,0.50965,0.55359,1.10542,0.99811,1,0.995,0.99105,0.22049,0.43984,0.23202,0.00035065,0.00035065,0.00035065
67,2763.19,0.65337,0.67599,1.23285,0.99869,1,0.995,0.98774,0.27446,0.44535,0.25031,0.00034066,0.00034066,0.00034066
68,2817.1,0.54977,0.58631,1.15846,0.99873,1,0.995,0.99368,0.21615,0.39884,0.221,0.00033067,0.00033067,0.00033067
69,2864.12,0.50017,0.55482,1.10966,0.99781,1,0.995,0.99391,0.18925,0.37967,0.2037,0.00032068,0.00032068,0.00032068
70,2910.38,0.56,0.59793,1.15073,0.99939,1,0.995,0.99397,0.17323,0.35287,0.19847,0.00031069,0.00031069,0.00031069
71,2963.86,0.51685,0.55034,1.12432,0.9993,1,0.995,0.99398,0.22075,0.40523,0.21596,0.0003007,0.0003007,0.0003007
72,3016.67,0.60999,0.60153,1.21092,0.99937,1,0.995,0.98695,0.22933,0.44327,0.22294,0.00029071,0.00029071,0.00029071
73,3076.44,0.58117,0.58476,1.16372,0.99908,1,0.995,0.99301,0.23263,0.44345,0.22513,0.00028072,0.00028072,0.00028072
74,3128.81,0.50161,0.52857,1.12725,0.99868,1,0.995,0.99387,0.19905,0.41027,0.21617,0.00027073,0.00027073,0.00027073
75,3182.39,0.58039,0.5619,1.16168,0.99814,1,0.995,0.99475,0.18647,0.39995,0.22078,0.00026074,0.00026074,0.00026074
76,3239.27,0.52179,0.57674,1.12675,0.99864,1,0.995,0.98975,0.23654,0.40807,0.24185,0.00025075,0.00025075,0.00025075
77,3292.02,0.6032,0.63833,1.18613,0.99885,1,0.995,0.9877,0.25068,0.42452,0.24581,0.00024076,0.00024076,0.00024076
78,3338.08,0.57527,0.58196,1.17441,0.9984,1,0.995,0.99012,0.21639,0.39633,0.2308,0.00023077,0.00023077,0.00023077
79,3391.22,0.51228,0.55572,1.11328,0.99569,1,0.995,0.99033,0.20669,0.34276,0.21951,0.00022078,0.00022078,0.00022078
80,3437.24,0.68003,0.65535,1.27517,0.99474,1,0.995,0.99025,0.21011,0.35899,0.21817,0.00021079,0.00021079,0.00021079
81,3496.94,0.49434,0.52812,1.10202,0.9988,1,0.995,0.98774,0.24759,0.40078,0.23172,0.0002008,0.0002008,0.0002008
82,3554.11,0.53579,0.58157,1.15592,0.99938,1,0.995,0.96463,0.31588,0.42744,0.26643,0.00019081,0.00019081,0.00019081
83,3624.4,0.51152,0.62946,1.14183,0.99942,1,0.995,0.97019,0.31932,0.41493,0.27106,0.00018082,0.00018082,0.00018082
84,3701.19,0.53093,0.54847,1.13794,0.9994,1,0.995,0.98699,0.28751,0.39082,0.25657,0.00017083,0.00017083,0.00017083
85,3757.99,0.57919,0.58484,1.1954,0.99864,1,0.995,0.99082,0.23176,0.36717,0.2356,0.00016084,0.00016084,0.00016084
86,3819.97,0.52128,0.56205,1.13248,0.99834,1,0.995,0.995,0.18627,0.34432,0.218,0.00015085,0.00015085,0.00015085
87,3873.31,0.49868,0.56587,1.1497,0.99829,1,0.995,0.99496,0.16416,0.33288,0.20955,0.00014086,0.00014086,0.00014086
88,3916.72,0.47812,0.51601,1.11856,0.99786,1,0.995,0.99491,0.15802,0.33072,0.20431,0.00013087,0.00013087,0.00013087
89,3964.66,0.44597,0.50843,1.08918,0.99787,1,0.995,0.99487,0.15117,0.32775,0.1993,0.00012088,0.00012088,0.00012088
90,4009.76,0.57311,0.52393,1.21324,0.9982,1,0.995,0.99487,0.14896,0.33464,0.19616,0.00011089,0.00011089,0.00011089
91,4051.63,0.15159,1.25723,0.96413,0.9992,1,0.995,0.99496,0.15137,0.34238,0.19374,0.0001009,0.0001009,0.0001009
92,4099.32,0.13716,0.98841,0.93862,0.99922,1,0.995,0.995,0.16019,0.36203,0.195,9.091e-05,9.091e-05,9.091e-05
93,4146.91,0.13494,0.80246,0.94482,0.9994,1,0.995,0.995,0.1648,0.37969,0.19467,8.092e-05,8.092e-05,8.092e-05
94,4196.64,0.12406,0.62929,0.95006,0.99948,1,0.995,0.995,0.16247,0.39502,0.19301,7.093e-05,7.093e-05,7.093e-05
95,4252.05,0.08893,0.37804,0.98318,0.99952,1,0.995,0.995,0.16118,0.39799,0.19568,6.094e-05,6.094e-05,6.094e-05
96,4286.95,0.10957,0.40403,0.94377,0.99952,1,0.995,0.995,0.16166,0.42546,0.1921,5.095e-05,5.095e-05,5.095e-05
97,4322.77,0.17451,0.49427,0.95222,0.99953,1,0.995,0.995,0.15896,0.43325,0.18732,4.096e-05,4.096e-05,4.096e-05
98,4358.56,0.08603,0.37987,0.95749,0.99952,1,0.995,0.995,0.1547,0.43944,0.18284,3.097e-05,3.097e-05,3.097e-05
99,4393.58,0.09621,0.36622,0.95276,0.9995,1,0.995,0.995,0.15637,0.46143,0.18168,2.098e-05,2.098e-05,2.098e-05
100,4430.09,0.12345,0.3633,0.91896,0.99948,1,0.995,0.995,0.15384,0.45985,0.17996,1.099e-05,1.099e-05,1.099e-05
