epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
25,147.894,1.27552,3.21959,1.65457,0.00582,1,0.18438,0.10936,1.01119,3.21632,0.88466,0.00317318,0.00105773,0.00317318,0.00105773,0.00317318,0.00105773,0.00317318,0.00105773
26,152.887,1.16951,3.21855,1.50789,0.00582,1,0.18438,0.10936,1.01119,3.21632,0.88466,0.00316652,0.00105551,0.00316652,0.00105551,0.00316652,0.00105551,0.00316652,0.00105551
27,158.958,0.98465,3.25348,1.28297,0.00523,1,0.14238,0.09054,1.04053,3.21096,0.8895,0.00315986,0.00105329,0.00315986,0.00105329,0.00315986,0.00105329,0.00315986,0.00105329
28,163.637,1.11037,3.22813,1.38065,0.00523,1,0.14238,0.09054,1.04053,3.21096,0.8895,0.0031532,0.00105107,0.0031532,0.00105107,0.0031532,0.00105107,0.0031532,0.00105107
29,168.475,1.08069,3.15728,1.34731,0.00523,1,0.14238,0.09054,1.04053,3.21096,0.8895,0.00314654,0.00104885,0.00314654,0.00104885,0.00314654,0.00104885,0.00314654,0.00104885
30,174.836,1.16273,3.24255,1.48999,0.00474,1,0.15193,0.09865,1.07418,3.19213,0.89587,0.00313988,0.00104663,0.00313988,0.00104663,0.00313988,0.00104663,0.00313988,0.00104663
31,179.937,1.20111,3.24867,1.58406,0.00474,1,0.15193,0.09865,1.07418,3.19213,0.89587,0.00313322,0.00104441,0.00313322,0.00104441,0.00313322,0.00104441,0.00313322,0.00104441
32,185.04,1.15637,3.2002,1.55087,0.00474,1,0.15193,0.09865,1.07418,3.19213,0.89587,0.00312656,0.00104219,0.00312656,0.00104219,0.00312656,0.00104219,0.00312656,0.00104219
33,191.03,0.97615,3.1987,1.31976,0.00474,1,0.15193,0.09865,1.07418,3.19213,0.89587,0.0031199,0.00103997,0.0031199,0.00103997,0.0031199,0.00103997,0.0031199,0.00103997
34,197.52,1.28008,3.25348,1.49742,0.00432,1,0.15748,0.10118,1.09731,3.18855,0.89864,0.00311324,0.00103775,0.00311324,0.00103775,0.00311324,0.00103775,0.00311324,0.00103775
35,202.67,1.04378,3.16898,1.36049,0.00432,1,0.15748,0.10118,1.09731,3.18855,0.89864,0.00310658,0.00103553,0.00310658,0.00103553,0.00310658,0.00103553,0.00310658,0.00103553
36,207.436,1.31821,3.30999,1.60216,0.00432,1,0.15748,0.10118,1.09731,3.18855,0.89864,0.00309992,0.00103331,0.00309992,0.00103331,0.00309992,0.00103331,0.00309992,0.00103331
37,213.548,1.12558,3.24975,1.40556,0.00427,1,0.29017,0.20149,1.16675,3.15027,0.85529,0.00309326,0.00103109,0.00309326,0.00103109,0.00309326,0.00103109,0.00309326,0.00103109
38,218.595,1.0076,3.21214,1.31579,0.00427,1,0.29017,0.20149,1.16675,3.15027,0.85529,0.0030866,0.00102887,0.0030866,0.00102887,0.0030866,0.00102887,0.0030866,0.00102887
39,223.653,1.17212,3.22867,1.55994,0.00427,1,0.29017,0.20149,1.16675,3.15027,0.85529,0.00307995,0.00102665,0.00307995,0.00102665,0.00307995,0.00102665,0.00307995,0.00102665
40,229.932,0.97581,3.17529,1.29352,0.00408,1,0.32512,0.21837,1.12029,3.11528,0.83544,0.00307329,0.00102443,0.00307329,0.00102443,0.00307329,0.00102443,0.00307329,0.00102443
41,234.945,0.8521,3.13194,1.28659,0.00408,1,0.32512,0.21837,1.12029,3.11528,0.83544,0.00306663,0.00102221,0.00306663,0.00102221,0.00306663,0.00102221,0.00306663,0.00102221
42,240.116,1.24521,3.28646,1.58241,0.00408,1,0.32512,0.21837,1.12029,3.11528,0.83544,0.00305997,0.00101999,0.00305997,0.00101999,0.00305997,0.00101999,0.00305997,0.00101999
43,246.527,1.149,3.15609,1.49956,0.00416,1,0.28278,0.19176,1.10261,3.07129,0.83807,0.00305331,0.00101777,0.00305331,0.00101777,0.00305331,0.00101777,0.00305331,0.00101777
44,251.112,1.08553,3.27897,1.3564,0.00416,1,0.28278,0.19176,1.10261,3.07129,0.83807,0.00304665,0.00101555,0.00304665,0.00101555,0.00304665,0.00101555,0.00304665,0.00101555
45,255.952,1.04351,3.16222,1.56502,0.00416,1,0.28278,0.19176,1.10261,3.07129,0.83807,0.00303999,0.00101333,0.00303999,0.00101333,0.00303999,0.00101333,0.00303999,0.00101333
46,262.254,0.94922,3.07888,1.24115,0.09351,0.83333,0.37584,0.28165,1.05828,3.05255,0.81349,0.00303333,0.00101111,0.00303333,0.00101111,0.00303333,0.00101111,0.00303333,0.00101111
47,267.604,1.03193,3.13977,1.44627,0.09351,0.83333,0.37584,0.28165,1.05828,3.05255,0.81349,0.00302667,0.00100889,0.00302667,0.00100889,0.00302667,0.00100889,0.00302667,0.00100889
48,273.399,1.12307,3.31873,1.38071,0.09351,0.83333,0.37584,0.28165,1.05828,3.05255,0.81349,0.00302001,0.00100667,0.00302001,0.00100667,0.00302001,0.00100667,0.00302001,0.00100667
49,278.778,0.79788,3.05564,1.20858,0.09351,0.83333,0.37584,0.28165,1.05828,3.05255,0.81349,0.00301335,0.00100445,0.00301335,0.00100445,0.00301335,0.00100445,0.00301335,0.00100445
50,285.453,0.83944,3.1701,1.27921,0.98821,0.06667,0.43542,0.28792,1.09365,2.9886,0.79561,0.00300669,0.00100223,0.00300669,0.00100223,0.00300669,0.00100223,0.00300669,0.00100223
51,290.844,0.84109,3.01877,1.23578,0.98821,0.06667,0.43542,0.28792,1.09365,2.9886,0.79561,0.00300003,0.00100001,0.00300003,0.00100001,0.00300003,0.00100001,0.00300003,0.00100001
52,296.349,0.89318,3.12894,1.23863,0.98821,0.06667,0.43542,0.28792,1.09365,2.9886,0.79561,0.00299337,0.000997791,0.00299337,0.000997791,0.00299337,0.000997791,0.00299337,0.000997791
53,303.326,1.11929,3.10681,1.44092,0.87293,0.2,0.41425,0.27812,1.06595,2.92342,0.80127,0.00298671,0.000995572,0.00298671,0.000995572,0.00298671,0.000995572,0.00298671,0.000995572
54,308.413,1.10317,3.04165,1.5226,0.87293,0.2,0.41425,0.27812,1.06595,2.92342,0.80127,0.00298006,0.000993352,0.00298006,0.000993352,0.00298006,0.000993352,0.00298006,0.000993352
55,313.515,1.01748,3.16487,1.40852,0.87293,0.2,0.41425,0.27812,1.06595,2.92342,0.80127,0.0029734,0.000991132,0.0029734,0.000991132,0.0029734,0.000991132,0.0029734,0.000991132
56,319.783,0.88818,3.00801,1.22594,0.91269,0.26667,0.40657,0.2889,1.05346,2.85844,0.79771,0.00296674,0.000988912,0.00296674,0.000988912,0.00296674,0.000988912,0.00296674,0.000988912
57,325.377,1.06933,3.0033,1.36822,0.91269,0.26667,0.40657,0.2889,1.05346,2.85844,0.79771,0.00296008,0.000986692,0.00296008,0.000986692,0.00296008,0.000986692,0.00296008,0.000986692
58,330.769,0.95165,2.975,1.19533,0.91269,0.26667,0.40657,0.2889,1.05346,2.85844,0.79771,0.00295342,0.000984473,0.00295342,0.000984473,0.00295342,0.000984473,0.00295342,0.000984473
59,337.223,1.12663,3.04306,1.5552,0.86819,0.26667,0.4644,0.2783,1.06951,2.84617,0.78923,0.00294676,0.000982253,0.00294676,0.000982253,0.00294676,0.000982253,0.00294676,0.000982253
60,342.024,1.06431,3.08458,1.43196,0.86819,0.26667,0.4644,0.2783,1.06951,2.84617,0.78923,0.0029401,0.000980033,0.0029401,0.000980033,0.0029401,0.000980033,0.0029401,0.000980033
61,346.871,1.01633,3.00134,1.4927,0.86819,0.26667,0.4644,0.2783,1.06951,2.84617,0.78923,0.00293344,0.000977813,0.00293344,0.000977813,0.00293344,0.000977813,0.00293344,0.000977813
62,352.978,0.99168,3.06338,1.35231,0.81655,0.32175,0.51383,0.31322,1.03413,2.7707,0.78281,0.00292678,0.000975594,0.00292678,0.000975594,0.00292678,0.000975594,0.00292678,0.000975594
63,358.216,0.92112,3.00839,1.29694,0.81655,0.32175,0.51383,0.31322,1.03413,2.7707,0.78281,0.00292012,0.000973374,0.00292012,0.000973374,0.00292012,0.000973374,0.00292012,0.000973374
64,364.123,0.9916,2.90332,1.36313,0.81655,0.32175,0.51383,0.31322,1.03413,2.7707,0.78281,0.00291346,0.000971154,0.00291346,0.000971154,0.00291346,0.000971154,0.00291346,0.000971154
65,369.659,0.83822,2.99844,1.20591,0.81655,0.32175,0.51383,0.31322,1.03413,2.7707,0.78281,0.0029068,0.000968934,0.0029068,0.000968934,0.0029068,0.000968934,0.0029068,0.000968934
66,376.611,0.88435,3.0782,1.34716,0.84641,0.33333,0.50684,0.32306,1.06607,2.71921,0.76727,0.00290014,0.000966714,0.00290014,0.000966714,0.00290014,0.000966714,0.00290014,0.000966714
67,382.332,1.02083,2.99544,1.38971,0.84641,0.33333,0.50684,0.32306,1.06607,2.71921,0.76727,0.00289348,0.000964495,0.00289348,0.000964495,0.00289348,0.000964495,0.00289348,0.000964495
68,387.881,0.91031,2.90303,1.29662,0.84641,0.33333,0.50684,0.32306,1.06607,2.71921,0.76727,0.00288682,0.000962275,0.00288682,0.000962275,0.00288682,0.000962275,0.00288682,0.000962275
69,394.714,0.9373,3.07289,1.35861,0.79114,0.33333,0.57737,0.37076,1.13351,2.68123,0.7903,0.00288017,0.000960055,0.00288017,0.000960055,0.00288017,0.000960055,0.00288017,0.000960055
70,400.146,1.14888,2.95719,1.48562,0.79114,0.33333,0.57737,0.37076,1.13351,2.68123,0.7903,0.00287351,0.000957835,0.00287351,0.000957835,0.00287351,0.000957835,0.00287351,0.000957835
71,405.594,0.90724,2.95105,1.31021,0.79114,0.33333,0.57737,0.37076,1.13351,2.68123,0.7903,0.00286685,0.000955616,0.00286685,0.000955616,0.00286685,0.000955616,0.00286685,0.000955616
72,412.489,1.10062,2.94791,1.53247,0.7992,0.4,0.55434,0.35873,1.15383,2.67687,0.7967,0.00286019,0.000953396,0.00286019,0.000953396,0.00286019,0.000953396,0.00286019,0.000953396
73,417.505,1.00386,2.93283,1.3925,0.7992,0.4,0.55434,0.35873,1.15383,2.67687,0.7967,0.00285353,0.000951176,0.00285353,0.000951176,0.00285353,0.000951176,0.00285353,0.000951176
74,422.499,0.96229,2.99197,1.36171,0.7992,0.4,0.55434,0.35873,1.15383,2.67687,0.7967,0.00284687,0.000948956,0.00284687,0.000948956,0.00284687,0.000948956,0.00284687,0.000948956
75,428.614,0.96993,2.85282,1.39227,0.77678,0.4,0.47395,0.30421,1.16053,2.64175,0.79483,0.00284021,0.000946736,0.00284021,0.000946736,0.00284021,0.000946736,0.00284021,0.000946736
76,433.632,0.94685,2.95296,1.38848,0.77678,0.4,0.47395,0.30421,1.16053,2.64175,0.79483,0.00283355,0.000944517,0.00283355,0.000944517,0.00283355,0.000944517,0.00283355,0.000944517
77,438.887,0.84927,2.80062,1.2601,0.77678,0.4,0.47395,0.30421,1.16053,2.64175,0.79483,0.00282689,0.000942297,0.00282689,0.000942297,0.00282689,0.000942297,0.00282689,0.000942297
78,445.45,0.87001,2.82651,1.19297,0.77709,0.37632,0.47673,0.30871,1.22118,2.64122,0.80185,0.00282023,0.000940077,0.00282023,0.000940077,0.00282023,0.000940077,0.00282023,0.000940077
79,450.376,0.88543,2.7789,1.28364,0.77709,0.37632,0.47673,0.30871,1.22118,2.64122,0.80185,0.00281357,0.000937857,0.00281357,0.000937857,0.00281357,0.000937857,0.00281357,0.000937857
80,455.424,1.02468,2.87366,1.26666,0.77709,0.37632,0.47673,0.30871,1.22118,2.64122,0.80185,0.00280691,0.000935638,0.00280691,0.000935638,0.00280691,0.000935638,0.00280691,0.000935638
81,460.556,1.01413,2.85882,1.37297,0.77709,0.37632,0.47673,0.30871,1.22118,2.64122,0.80185,0.00280025,0.000933418,0.00280025,0.000933418,0.00280025,0.000933418,0.00280025,0.000933418
82,467.01,0.76442,2.83087,1.20643,0.76884,0.4,0.52322,0.33771,1.25177,2.59613,0.81455,0.00279359,0.000931198,0.00279359,0.000931198,0.00279359,0.000931198,0.00279359,0.000931198
83,472.319,0.67002,2.75459,1.07124,0.76884,0.4,0.52322,0.33771,1.25177,2.59613,0.81455,0.00278693,0.000928978,0.00278693,0.000928978,0.00278693,0.000928978,0.00278693,0.000928978
84,477.319,0.96579,2.90816,1.36239,0.76884,0.4,0.52322,0.33771,1.25177,2.59613,0.81455,0.00278028,0.000926758,0.00278028,0.000926758,0.00278028,0.000926758,0.00278028,0.000926758
85,483.872,0.98761,2.92113,1.29369,0.56566,0.36724,0.56395,0.34129,1.25497,2.59616,0.80402,0.00277362,0.000924539,0.00277362,0.000924539,0.00277362,0.000924539,0.00277362,0.000924539
86,489.064,0.84833,2.84651,1.31713,0.56566,0.36724,0.56395,0.34129,1.25497,2.59616,0.80402,0.00276696,0.000922319,0.00276696,0.000922319,0.00276696,0.000922319,0.00276696,0.000922319
87,494.216,0.76807,2.77364,1.15249,0.56566,0.36724,0.56395,0.34129,1.25497,2.59616,0.80402,0.0027603,0.000920099,0.0027603,0.000920099,0.0027603,0.000920099,0.0027603,0.000920099
88,500.67,1.00906,2.81458,1.37583,0.55811,0.4,0.5178,0.31495,1.24649,2.56572,0.81412,0.00275364,0.000917879,0.00275364,0.000917879,0.00275364,0.000917879,0.00275364,0.000917879
89,505.777,0.9178,2.79556,1.28715,0.55811,0.4,0.5178,0.31495,1.24649,2.56572,0.81412,0.00274698,0.00091566,0.00274698,0.00091566,0.00274698,0.00091566,0.00274698,0.00091566
90,510.825,0.99771,2.77209,1.36875,0.55811,0.4,0.5178,0.31495,1.24649,2.56572,0.81412,0.00274032,0.00091344,0.00274032,0.00091344,0.00274032,0.00091344,0.00274032,0.00091344
91,516.935,0.97221,2.72225,1.31577,0.55214,0.39985,0.49231,0.32186,1.2371,2.51496,0.80793,0.00273366,0.00091122,0.00273366,0.00091122,0.00273366,0.00091122,0.00273366,0.00091122
92,521.858,0.92178,2.74526,1.33708,0.55214,0.39985,0.49231,0.32186,1.2371,2.51496,0.80793,0.002727,0.000909,0.002727,0.000909,0.002727,0.000909,0.002727,0.000909
93,526.753,0.86116,2.8174,1.35799,0.55214,0.39985,0.49231,0.32186,1.2371,2.51496,0.80793,0.00272034,0.00090678,0.00272034,0.00090678,0.00272034,0.00090678,0.00272034,0.00090678
94,532.923,1.01416,2.89972,1.35032,0.57276,0.43653,0.50684,0.34022,1.17875,2.50449,0.80664,0.00271368,0.000904561,0.00271368,0.000904561,0.00271368,0.000904561,0.00271368,0.000904561
95,537.758,0.88119,2.78915,1.31867,0.57276,0.43653,0.50684,0.34022,1.17875,2.50449,0.80664,0.00270702,0.000902341,0.00270702,0.000902341,0.00270702,0.000902341,0.00270702,0.000902341
96,542.857,1.0358,2.68032,1.43742,0.57276,0.43653,0.50684,0.34022,1.17875,2.50449,0.80664,0.00270036,0.000900121,0.00270036,0.000900121,0.00270036,0.000900121,0.00270036,0.000900121
97,547.759,0.81493,2.67456,1.30225,0.57276,0.43653,0.50684,0.34022,1.17875,2.50449,0.80664,0.0026937,0.000897901,0.0026937,0.000897901,0.0026937,0.000897901,0.0026937,0.000897901
98,553.749,0.94532,2.70064,1.4341,0.59022,0.46667,0.47029,0.31903,1.16213,2.50439,0.78597,0.00268704,0.000895682,0.00268704,0.000895682,0.00268704,0.000895682,0.00268704,0.000895682
99,558.679,0.86864,2.69292,1.22674,0.59022,0.46667,0.47029,0.31903,1.16213,2.50439,0.78597,0.00268039,0.000893462,0.00268039,0.000893462,0.00268039,0.000893462,0.00268039,0.000893462
100,563.887,0.77943,2.52991,1.22485,0.59022,0.46667,0.47029,0.31903,1.16213,2.50439,0.78597,0.00267373,0.000891242,0.00267373,0.000891242,0.00267373,0.000891242,0.00267373,0.000891242
101,573.433,0.95934,2.67064,1.31067,0.58755,0.46667,0.50126,0.33911,1.1855,2.51975,0.79654,0.00266707,0.000889022,0.00266707,0.000889022,0.00266707,0.000889022,0.00266707,0.000889022
102,578.677,0.86507,2.59847,1.28046,0.58755,0.46667,0.50126,0.33911,1.1855,2.51975,0.79654,0.00266041,0.000886802,0.00266041,0.000886802,0.00266041,0.000886802,0.00266041,0.000886802
103,583.655,0.84148,2.73194,1.27516,0.58755,0.46667,0.50126,0.33911,1.1855,2.51975,0.79654,0.00265375,0.000884583,0.00265375,0.000884583,0.00265375,0.000884583,0.00265375,0.000884583
104,589.862,0.95062,2.68431,1.29896,0.90733,0.31645,0.51998,0.35012,1.15749,2.49885,0.78215,0.00264709,0.000882363,0.00264709,0.000882363,0.00264709,0.000882363,0.00264709,0.000882363
105,594.974,0.70699,2.59797,1.12751,0.90733,0.31645,0.51998,0.35012,1.15749,2.49885,0.78215,0.00264043,0.000880143,0.00264043,0.000880143,0.00264043,0.000880143,0.00264043,0.000880143
106,600.064,0.86112,2.64346,1.26566,0.90733,0.31645,0.51998,0.35012,1.15749,2.49885,0.78215,0.00263377,0.000877923,0.00263377,0.000877923,0.00263377,0.000877923,0.00263377,0.000877923
107,606.346,0.87337,2.61883,1.27584,0.65115,0.52549,0.55533,0.39607,1.12657,2.45074,0.76757,0.00262711,0.000875704,0.00262711,0.000875704,0.00262711,0.000875704,0.00262711,0.000875704
108,611.638,0.88821,2.55247,1.15311,0.65115,0.52549,0.55533,0.39607,1.12657,2.45074,0.76757,0.00262045,0.000873484,0.00262045,0.000873484,0.00262045,0.000873484,0.00262045,0.000873484
109,617.044,1.26237,2.7781,1.4449,0.65115,0.52549,0.55533,0.39607,1.12657,2.45074,0.76757,0.00261379,0.000871264,0.00261379,0.000871264,0.00261379,0.000871264,0.00261379,0.000871264
110,623.945,0.91431,2.58872,1.27067,0.89818,0.37944,0.55903,0.39687,1.10817,2.41305,0.75426,0.00260713,0.000869044,0.00260713,0.000869044,0.00260713,0.000869044,0.00260713,0.000869044
111,629.265,1.0533,2.55447,1.41581,0.89818,0.37944,0.55903,0.39687,1.10817,2.41305,0.75426,0.00260047,0.000866824,0.00260047,0.000866824,0.00260047,0.000866824,0.00260047,0.000866824
112,634.681,1.13123,2.66045,1.42338,0.89818,0.37944,0.55903,0.39687,1.10817,2.41305,0.75426,0.00259381,0.000864605,0.00259381,0.000864605,0.00259381,0.000864605,0.00259381,0.000864605
113,639.861,0.67122,2.56114,1.18158,0.89818,0.37944,0.55903,0.39687,1.10817,2.41305,0.75426,0.00258715,0.000862385,0.00258715,0.000862385,0.00258715,0.000862385,0.00258715,0.000862385
114,646.298,0.85645,2.39894,1.25843,0.69739,0.38585,0.56412,0.41574,1.05797,2.38244,0.74004,0.0025805,0.000860165,0.0025805,0.000860165,0.0025805,0.000860165,0.0025805,0.000860165
115,651.542,0.87899,2.59232,1.31839,0.69739,0.38585,0.56412,0.41574,1.05797,2.38244,0.74004,0.00257384,0.000857945,0.00257384,0.000857945,0.00257384,0.000857945,0.00257384,0.000857945
116,656.769,0.90824,2.56419,1.28501,0.69739,0.38585,0.56412,0.41574,1.05797,2.38244,0.74004,0.00256718,0.000855726,0.00256718,0.000855726,0.00256718,0.000855726,0.00256718,0.000855726
117,663.372,0.81928,2.37669,1.19214,0.63069,0.53333,0.54762,0.40084,1.05393,2.29773,0.73205,0.00256052,0.000853506,0.00256052,0.000853506,0.00256052,0.000853506,0.00256052,0.000853506
118,668.382,1.07323,2.44679,1.38221,0.63069,0.53333,0.54762,0.40084,1.05393,2.29773,0.73205,0.00255386,0.000851286,0.00255386,0.000851286,0.00255386,0.000851286,0.00255386,0.000851286
119,673.321,0.82365,2.40414,1.22835,0.63069,0.53333,0.54762,0.40084,1.05393,2.29773,0.73205,0.0025472,0.000849066,0.0025472,0.000849066,0.0025472,0.000849066,0.0025472,0.000849066
120,679.493,0.83678,2.30021,1.17311,0.68595,0.46667,0.55141,0.40972,1.0051,2.27726,0.72432,0.00254054,0.000846846,0.00254054,0.000846846,0.00254054,0.000846846,0.00254054,0.000846846
121,684.525,0.92349,2.40937,1.23427,0.68595,0.46667,0.55141,0.40972,1.0051,2.27726,0.72432,0.00253388,0.000844627,0.00253388,0.000844627,0.00253388,0.000844627,0.00253388,0.000844627
122,689.46,0.8242,2.5215,1.21483,0.68595,0.46667,0.55141,0.40972,1.0051,2.27726,0.72432,0.00252722,0.000842407,0.00252722,0.000842407,0.00252722,0.000842407,0.00252722,0.000842407
123,695.53,0.87202,2.37223,1.1961,0.72475,0.46667,0.59591,0.44787,0.96721,2.25932,0.71369,0.00252056,0.000840187,0.00252056,0.000840187,0.00252056,0.000840187,0.00252056,0.000840187
124,700.777,0.76548,2.41121,1.17088,0.72475,0.46667,0.59591,0.44787,0.96721,2.25932,0.71369,0.0025139,0.000837967,0.0025139,0.000837967,0.0025139,0.000837967,0.0025139,0.000837967
125,706.207,0.97873,2.41518,1.38589,0.72475,0.46667,0.59591,0.44787,0.96721,2.25932,0.71369,0.00250724,0.000835748,0.00250724,0.000835748,0.00250724,0.000835748,0.00250724,0.000835748
126,712.95,0.692,2.20543,1.13616,0.91004,0.4,0.6106,0.46664,0.94237,2.25237,0.7134,0.00250058,0.000833528,0.00250058,0.000833528,0.00250058,0.000833528,0.00250058,0.000833528
127,718.29,0.83502,2.25835,1.22122,0.91004,0.4,0.6106,0.46664,0.94237,2.25237,0.7134,0.00249392,0.000831308,0.00249392,0.000831308,0.00249392,0.000831308,0.00249392,0.000831308
128,723.501,0.77647,2.13304,1.18897,0.91004,0.4,0.6106,0.46664,0.94237,2.25237,0.7134,0.00248726,0.000829088,0.00248726,0.000829088,0.00248726,0.000829088,0.00248726,0.000829088
129,728.709,0.80211,2.44729,1.2596,0.91004,0.4,0.6106,0.46664,0.94237,2.25237,0.7134,0.00248061,0.000826868,0.00248061,0.000826868,0.00248061,0.000826868,0.00248061,0.000826868
130,735.176,0.70844,2.31439,1.11115,0.95585,0.37616,0.67855,0.53267,0.92405,2.16821,0.70548,0.00247395,0.000824649,0.00247395,0.000824649,0.00247395,0.000824649,0.00247395,0.000824649
131,740.44,0.71722,2.38373,1.08312,0.95585,0.37616,0.67855,0.53267,0.92405,2.16821,0.70548,0.00246729,0.000822429,0.00246729,0.000822429,0.00246729,0.000822429,0.00246729,0.000822429
132,745.708,0.76517,2.2732,1.20711,0.95585,0.37616,0.67855,0.53267,0.92405,2.16821,0.70548,0.00246063,0.000820209,0.00246063,0.000820209,0.00246063,0.000820209,0.00246063,0.000820209
133,752.2,1.11957,2.40017,1.55825,0.60749,0.73333,0.72678,0.57826,0.91487,2.11323,0.69798,0.00245397,0.000817989,0.00245397,0.000817989,0.00245397,0.000817989,0.00245397,0.000817989
