epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
124,1282.42,0.19676,1.34509,0.73583,0.8265,1,0.995,0.995,0.23292,0.89296,0.44344,0.00198014,0.000660045,0.00198014,0.000660045,0.00198014,0.000660045,0.00198014,0.000660045
125,1293.67,0.24637,0.88941,0.77517,0.8265,1,0.995,0.995,0.23292,0.89296,0.44344,0.00196914,0.000656379,0.00196914,0.000656379,0.00196914,0.000656379,0.00196914,0.000656379
126,1305.36,0.26614,1.10656,0.90607,0.84964,1,0.995,0.98398,0.23935,0.8575,0.44334,0.00195814,0.000652712,0.00195814,0.000652712,0.00195814,0.000652712,0.00195814,0.000652712
127,1315.69,0.26086,0.98476,0.7561,0.84964,1,0.995,0.98398,0.23935,0.8575,0.44334,0.00194714,0.000649046,0.00194714,0.000649046,0.00194714,0.000649046,0.00194714,0.000649046
128,1326.77,0.27642,0.93038,0.91488,0.87008,1,0.995,0.98621,0.235,0.82352,0.43823,0.00193614,0.00064538,0.00193614,0.00064538,0.00193614,0.00064538,0.00193614,0.00064538
129,1336.08,0.2049,0.96019,0.90302,0.87008,1,0.995,0.98621,0.235,0.82352,0.43823,0.00192514,0.000641714,0.00192514,0.000641714,0.00192514,0.000641714,0.00192514,0.000641714
130,1349.32,0.36885,0.87463,0.96246,0.89673,1,0.995,0.96903,0.23834,0.83954,0.43079,0.00191414,0.000638047,0.00191414,0.000638047,0.00191414,0.000638047,0.00191414,0.000638047
131,1359.88,0.35069,0.90209,0.81084,0.89673,1,0.995,0.96903,0.23834,0.83954,0.43079,0.00190314,0.000634381,0.00190314,0.000634381,0.00190314,0.000634381,0.00190314,0.000634381
132,1370.38,0.22149,0.93894,0.80168,0.923,1,0.995,0.9751,0.24574,0.81545,0.42784,0.00189214,0.000630715,0.00189214,0.000630715,0.00189214,0.000630715,0.00189214,0.000630715
133,1379.21,0.27442,1.30993,0.79606,0.923,1,0.995,0.9751,0.24574,0.81545,0.42784,0.00188115,0.000627048,0.00188115,0.000627048,0.00188115,0.000627048,0.00188115,0.000627048
134,1389.39,0.22586,1.0048,0.89916,0.93351,1,0.995,0.995,0.23036,0.79454,0.42204,0.00187015,0.000623382,0.00187015,0.000623382,0.00187015,0.000623382,0.00187015,0.000623382
135,1398.74,0.17374,1.01418,0.90614,0.93351,1,0.995,0.995,0.23036,0.79454,0.42204,0.00185915,0.000619716,0.00185915,0.000619716,0.00185915,0.000619716,0.00185915,0.000619716
136,1409.88,0.20743,1.26916,0.83608,0.93883,1,0.995,0.97846,0.26016,0.78159,0.43148,0.00184815,0.000616049,0.00184815,0.000616049,0.00184815,0.000616049,0.00184815,0.000616049
137,1419.56,0.22107,0.9168,0.83164,0.93883,1,0.995,0.97846,0.26016,0.78159,0.43148,0.00183715,0.000612383,0.00183715,0.000612383,0.00183715,0.000612383,0.00183715,0.000612383
138,1429.99,0.24634,1.12031,0.74439,0.9464,1,0.995,0.97846,0.25552,0.78193,0.43408,0.00182615,0.000608717,0.00182615,0.000608717,0.00182615,0.000608717,0.00182615,0.000608717
139,1439.34,0.25652,1.27727,0.87652,0.9464,1,0.995,0.97846,0.25552,0.78193,0.43408,0.00181515,0.000605051,0.00181515,0.000605051,0.00181515,0.000605051,0.00181515,0.000605051
140,1451,0.22378,1.11592,0.90849,0.95665,1,0.995,0.97414,0.2929,0.79005,0.43873,0.00180415,0.000601384,0.00180415,0.000601384,0.00180415,0.000601384,0.00180415,0.000601384
141,1459.96,0.24959,0.82924,0.85855,0.95665,1,0.995,0.97414,0.2929,0.79005,0.43873,0.00179315,0.000597718,0.00179315,0.000597718,0.00179315,0.000597718,0.00179315,0.000597718
142,1470.41,0.22821,0.94512,0.89119,0.96031,1,0.995,0.95919,0.27623,0.77716,0.4386,0.00178216,0.000594052,0.00178216,0.000594052,0.00178216,0.000594052,0.00178216,0.000594052
143,1480.38,0.47344,1.01896,0.88088,0.96031,1,0.995,0.95919,0.27623,0.77716,0.4386,0.00177116,0.000590385,0.00177116,0.000590385,0.00177116,0.000590385,0.00177116,0.000590385
144,1491.42,0.18661,0.85053,0.82964,0.96381,1,0.995,0.96751,0.25117,0.78519,0.43742,0.00176016,0.000586719,0.00176016,0.000586719,0.00176016,0.000586719,0.00176016,0.000586719
145,1501.05,0.47508,1.09508,0.77722,0.96381,1,0.995,0.96751,0.25117,0.78519,0.43742,0.00174916,0.000583053,0.00174916,0.000583053,0.00174916,0.000583053,0.00174916,0.000583053
146,1512.57,0.30238,0.84322,0.81515,0.9644,1,0.995,0.98246,0.25072,0.73972,0.44612,0.00173816,0.000579386,0.00173816,0.000579386,0.00173816,0.000579386,0.00173816,0.000579386
147,1522.5,0.26672,0.84984,0.73417,0.9644,1,0.995,0.98246,0.25072,0.73972,0.44612,0.00172716,0.00057572,0.00172716,0.00057572,0.00172716,0.00057572,0.00172716,0.00057572
148,1532.79,0.18838,0.74478,0.84803,0.96675,1,0.995,0.98246,0.25541,0.72115,0.44865,0.00171616,0.000572054,0.00171616,0.000572054,0.00171616,0.000572054,0.00171616,0.000572054
149,1541.73,0.42174,1.85538,0.89181,0.96675,1,0.995,0.98246,0.25541,0.72115,0.44865,0.00170516,0.000568388,0.00170516,0.000568388,0.00170516,0.000568388,0.00170516,0.000568388
150,1552.41,0.22383,0.72412,0.84809,0.97003,1,0.995,0.98246,0.24951,0.70459,0.44677,0.00169416,0.000564721,0.00169416,0.000564721,0.00169416,0.000564721,0.00169416,0.000564721
151,1562.17,0.2202,1.33494,0.85139,0.97003,1,0.995,0.98246,0.24951,0.70459,0.44677,0.00168316,0.000561055,0.00168316,0.000561055,0.00168316,0.000561055,0.00168316,0.000561055
152,1572.89,0.20979,3.22077,0.82241,0.97234,1,0.995,0.99124,0.23765,0.72571,0.43704,0.00167217,0.000557389,0.00167217,0.000557389,0.00167217,0.000557389,0.00167217,0.000557389
153,1581.63,0.35427,1.21824,0.94602,0.97234,1,0.995,0.99124,0.23765,0.72571,0.43704,0.00166117,0.000553722,0.00166117,0.000553722,0.00166117,0.000553722,0.00166117,0.000553722
154,1591.48,0.15825,0.87392,0.75033,0.97467,1,0.995,0.995,0.22253,0.69365,0.42819,0.00165017,0.000550056,0.00165017,0.000550056,0.00165017,0.000550056,0.00165017,0.000550056
155,1601.07,0.16883,0.8686,0.81205,0.97467,1,0.995,0.995,0.22253,0.69365,0.42819,0.00163917,0.00054639,0.00163917,0.00054639,0.00163917,0.00054639,0.00163917,0.00054639
156,1611.97,0.19926,1.52226,0.87727,0.97664,1,0.995,0.995,0.21849,0.67768,0.42217,0.00162817,0.000542723,0.00162817,0.000542723,0.00162817,0.000542723,0.00162817,0.000542723
157,1621.4,0.24604,0.75509,0.80198,0.97664,1,0.995,0.995,0.21849,0.67768,0.42217,0.00161717,0.000539057,0.00161717,0.000539057,0.00161717,0.000539057,0.00161717,0.000539057
158,1633.8,0.18789,0.71915,0.83496,0.97931,1,0.995,0.995,0.21368,0.66891,0.41675,0.00160617,0.000535391,0.00160617,0.000535391,0.00160617,0.000535391,0.00160617,0.000535391
159,1644.03,0.23816,1.17386,0.8456,0.97931,1,0.995,0.995,0.21368,0.66891,0.41675,0.00159517,0.000531725,0.00159517,0.000531725,0.00159517,0.000531725,0.00159517,0.000531725
160,1655.23,0.19667,0.76548,0.92444,0.98154,1,0.995,0.98501,0.23251,0.67515,0.41844,0.00158417,0.000528058,0.00158417,0.000528058,0.00158417,0.000528058,0.00158417,0.000528058
